SequenceID	Subtype	Country-ISO	Year	Isolate-name
JX112800	01_AE	CN	10	CYM136
JX112801	01_AE	CN	10	CYM138
JX112802	01_AE	CN	10	CYM139
JX112803	01_AE	CN	10	CYM140
JX112804	01_AE	CN	10	CYM143
JX112805	01_AE	CN	10	CYM147
JX112807	01_AE	CN	10	CYM152
JX112808	01_AE	CN	10	CYM154
KP109506	01_AE	CN	10	DE00110CN007
KP109507	01_AE	CN	10	DE00110CN009
JX112846	01_AE	CN	10	JL100005
JX112849	01_AE	CN	10	JL100020
KC870029	01_AE	CN	10	YNFL03
KC870039	01_AE	CN	10	YNFL20
KC870041	01_AE	CN	10	YNFL23
KP109508	01_AE	CN	12	DE00112CN011
KP873161	01_AE	GB	10	Donor_N094_20_Month
DQ234790	01_AE	HK	04	HK001
AB703616	01_AE	IR	10	10IRTHR48F
KF859741	01_AE	JP	11	DE00111JP003
AB253423	01_AE	JP	x	DR0492
AB253660	01_AE	JP	x	DR2594
AB253426	01_AE	JP	x	DR6824
AB565504	01_AE	JP	x	JRC77AE
AB097872	01_AE	MM	99	mCSW105
KP411840	01_AE	SE	11	SE601017
KP411841	01_AE	SE	11	SE601018
KP411842	01_AE	SE	11	SE601021
AY945716	01_AE	TH	00	00TH_C2101
AY945717	01_AE	TH	00	00TH_C2257
AY945721	01_AE	TH	00	00TH_C3347
AY945722	01_AE	TH	00	00TH_C4118
AY945724	01_AE	TH	00	00TH_C4151
DQ789392	01_AE	TH	00	C1705
AY358052	01_AE	TH	00	OUR595I
AY358057	01_AE	TH	00	OUR661I
AY358067	01_AE	TH	00	OUR721I
AY358060	01_AE	TH	00	OUR724I
AY358061	01_AE	TH	00	OUR746I
AY358063	01_AE	TH	00	OUR810I
AY945713	01_AE	TH	01	01TH_C1436
AY945719	01_AE	TH	01	01TH_C2570
AY945720	01_AE	TH	01	01TH_C3256
AY945730	01_AE	TH	01	01TH_R2184
AY358050	01_AE	TH	01	OUR414I
AY358040	01_AE	TH	01	OUR609I
AY358041	01_AE	TH	01	OUR642I
AY358056	01_AE	TH	01	OUR647I
AY358059	01_AE	TH	01	OUR702I
AY358036	01_AE	TH	01	OUR786I
AY358068	01_AE	TH	01	OUR788I
AY358064	01_AE	TH	01	OUR830I
AY358062	01_AE	TH	02	OUR769I
KU168309	01_AE	TH	03	TH7229
JN248318	01_AE	TH	04	04TH107542
JN248324	01_AE	TH	04	04TH328531
JN248327	01_AE	TH	04	04TH427990
JN248328	01_AE	TH	04	04TH505841
JN248330	01_AE	TH	04	04TH613543
JN248334	01_AE	TH	04	04TH807015
JN248336	01_AE	TH	04	04TH817196
JX447021	01_AE	TH	04	AA027a_wg4
JX447542	01_AE	TH	04	AA075a_WG7
DQ314732	01_AE	TH	04	BKM
JN248339	01_AE	TH	05	05TH130087
JN248341	01_AE	TH	05	05TH327568
JN248342	01_AE	TH	05	05TH342968
JN248355	01_AE	TH	05	05TH741452
JN248356	01_AE	TH	05	05TH841749
JX446712	01_AE	TH	05	AA004a_wg4a
JX447081	01_AE	TH	05	AA033a_wg6a
JX447268	01_AE	TH	05	AA049a_WG13
JX447413	01_AE	TH	05	AA064a_WG2
JX447592	01_AE	TH	05	AA079a_WG4
JX447619	01_AE	TH	05	AA081a14
JX447936	01_AE	TH	05	AA101a_WG1
JX448022	01_AE	TH	05	AA107a_wg4
JX446666	01_AE	TH	06	AA002a_WG1
JX446736	01_AE	TH	06	AA006a02
JX446855	01_AE	TH	06	AA014a01
JX446899	01_AE	TH	06	AA017a_wg1
JX447089	01_AE	TH	06	AA034a_wg2
JX447132	01_AE	TH	06	AA038a_WG3
JX447312	01_AE	TH	06	AA055a_WG4
JX447316	01_AE	TH	06	AA056a_WG5
JX447356	01_AE	TH	06	AA059a_WG5
JX447409	01_AE	TH	06	AA063a_WG37
JX447465	01_AE	TH	06	AA068a_14
JX447646	01_AE	TH	06	AA082a_WG9
JX447682	01_AE	TH	06	AA085a_wg2
JX447712	01_AE	TH	06	AA088a_wg14
JX447891	01_AE	TH	06	AA099a_WG9
JX446877	01_AE	TH	07	AA015a_WG4
JX446918	01_AE	TH	07	AA019a_WG11
JX447028	01_AE	TH	07	AA028a_wg3
JX447057	01_AE	TH	07	AA030a04
JX447064	01_AE	TH	07	AA031a02
JX447283	01_AE	TH	07	AA050a_WG7
JX447503	01_AE	TH	07	AA072a03
JX447721	01_AE	TH	07	AA089a05
JN860761	01_AE	TH	07	MERLBDTRC2
JN860763	01_AE	TH	07	MERLBDTRC4
JN860764	01_AE	TH	07	MERLBDTRC5
JN860766	01_AE	TH	07	MERLBDTRC7
JN860767	01_AE	TH	07	MERLBDTRC8
JX446756	01_AE	TH	08	AA007a_WG10
JX446850	01_AE	TH	08	AA013a04
JX447074	01_AE	TH	08	AA032a04
JX447127	01_AE	TH	08	AA037a_WG6
JX447303	01_AE	TH	08	AA052a08
JX447308	01_AE	TH	08	AA054a06
JX447359	01_AE	TH	08	AA060a_WG1
JX447458	01_AE	TH	08	AA067a_WG12
JX448028	01_AE	TH	08	AA108a_WG6
JN860768	01_AE	TH	08	MERLBDTRC9
JX447727	01_AE	TH	09	AA090a_WG11
JX448059	01_AE	TH	09	AA111a_WG11
KP109513	01_AE	TH	10	DE00110TH001
U54771	01_AE	TH	90	CM240
U51189	01_AE	TH	93	93TH253
AF164485	01_AE	TH	93	93TH9021
AB032740	01_AE	TH	95	95TNIH022
AB032741	01_AE	TH	95	95TNIH047
AY713424	01_AE	TH	96	96TH_M02138
AY713421	01_AE	TH	96	96TH_NI1046
AY713426	01_AE	TH	96	96TH_NI1149
AY125894	01_AE	TH	97	97TH6_107
AY713420	01_AE	TH	97	97TH_NP1525
AY713419	01_AE	TH	97	97TH_NP1695
AY713422	01_AE	TH	98	98TH_NP1251
AY945728	01_AE	TH	98	98TH_R1166
AY945712	01_AE	TH	99	99TH_C1080
AY945718	01_AE	TH	99	99TH_C2405
AY945726	01_AE	TH	99	99TH_C4460
AY713423	01_AE	TH	99	99TH_NI1052
AY945727	01_AE	TH	99	99TH_R1149
AY945731	01_AE	TH	99	99TH_R3006
AY945732	01_AE	TH	99	99TH_R3265
AY358043	01_AE	TH	99	OUR066I
AY358044	01_AE	TH	99	OUR098I
AY358039	01_AE	TH	99	OUR199I
AY358051	01_AE	TH	99	OUR422I
AB485654	01_AE	TH	x	NP03
AY444804	01_AE	US	00	00US_MSC1164
JX863920	01_AE	US	05	306163_FL
AY444803	01_AE	US	98	98US_MSC1120
AY444805	01_AE	US	98	98US_MSC2008
AY444806	01_AE	US	98	98US_MSC3012
FJ185247	01_AE	VN	97	97VNAG204
FJ185248	01_AE	VN	97	97VNAG206
FJ185249	01_AE	VN	97	97VNAG207
FJ185251	01_AE	VN	97	97VNAG210
FJ185252	01_AE	VN	97	97VNAG212
FJ185255	01_AE	VN	97	97VNAG218
FJ185241	01_AE	VN	97	97VNHCM314
FJ185242	01_AE	VN	97	97VNHCM319
FJ185243	01_AE	VN	97	97VNHCM343
FJ185244	01_AE	VN	97	97VNHCM345
FJ185235	01_AE	VN	98	98VNND15
KU168264	01_AE	x	01	LA09DuCe
KU168265	02_AG	CM	00	LA10GuVa
AY371122	02_AG	CM	01	01CM_0002BBY
AY371123	02_AG	CM	01	01CM_0005BBY
AY371124	02_AG	CM	01	01CM_0008BBY
GU201494	02_AG	CM	01	01CM_0018ND
AY371131	02_AG	CM	01	01CM_0074NY
GU201498	02_AG	CM	01	01CM_0119MA
GU201499	02_AG	CM	01	01CM_0126MA
AY371137	02_AG	CM	01	01CM_0131NY
AY371132	02_AG	CM	01	01CM_0158ND
GU201500	02_AG	CM	01	01CM_0186BA
AY371134	02_AG	CM	01	01CM_0925MO
AY371136	02_AG	CM	01	01CM_1237NG
AY371138	02_AG	CM	01	01CM_1475MV
AY371142	02_AG	CM	01	01CM_4410HAL
AY371125	02_AG	CM	02	02CM_0013BBY
AY371126	02_AG	CM	02	02CM_0014BBY
AY371127	02_AG	CM	02	02CM_0015BBY
AY371139	02_AG	CM	02	02CM_1669LE
AY371140	02_AG	CM	02	02CM_1677LE
AY371146	02_AG	CM	02	02CM_1901LE
GU201511	02_AG	CM	02	02CM_1970LE
AY371129	02_AG	CM	02	02CM_2162SA
AY371130	02_AG	CM	02	02CM_2348SA
GU201513	02_AG	CM	02	02CM_3153MN
GU201514	02_AG	CM	02	02CM_3217MN
AY371141	02_AG	CM	02	02CM_4082STN
KU168310	02_AG	CM	07	CM100_17
JX140646	02_AG	CM	08	DE00208CM001
JX140647	02_AG	CM	08	DE00208CM004
KF859739	02_AG	CM	10	DE00210CM013
KU749419	02_AG	CM	10	DE00210CM019
AJ286133	02_AG	CM	97	97CM_MP807
AF377954	02_AG	CM	97	CM52885
AF377955	02_AG	CM	97	CM53658
AY271690	02_AG	CM	99	pBD6_15
FJ388902	02_AG	CY	05	CY048
JF683758	02_AG	CY	07	CY206
JF683786	02_AG	CY	08	CY240
JF683792	02_AG	CY	09	CY247
JF683795	02_AG	CY	09	CY252
JF683799	02_AG	CY	09	CY256
KT124792	02_AG	DE	09	701114
AY151001	02_AG	EC	x	ECU41
EU786671	02_AG	ES	06	P1261
EU884501	02_AG	ES	06	P1423
AF063223	02_AG	FR	91	DJ263
AB286855	02_AG	GH	03	03GH181AG
AB286857	02_AG	GH	03	03GH182AG
AB286862	02_AG	GH	03	03GH189AG
AB286863	02_AG	GH	03	03GH197AG
AB231895	02_AG	GH	03	GHNJ185
AB231896	02_AG	GH	03	GHNJ188
AB231898	02_AG	GH	03	GHNJ196
AB049811	02_AG	GH	97	97GH_AG1
AB485633	02_AG	GH	x	I_2496
FJ694791	02_AG	GW	04	CC_0030
FJ694792	02_AG	GW	05	CC_0048
KF561437	02_AG	KR	12	12MHI11_10746
KF561435	02_AG	KR	12	12MHR9
AB485636	02_AG	LR	x	POC44951
DQ168577	02_AG	NG	01	PL0710
DQ168578	02_AG	NG	01	PL0754
JN248580	02_AG	NG	06	06NG_SC11
KX389639	02_AG	NG	09	09NG010060
KX389630	02_AG	NG	09	09NG010170
KX389629	02_AG	NG	09	09NG010181
KX389624	02_AG	NG	09	09NG010325
JN248585	02_AG	NG	09	09NG_SC24
JN248589	02_AG	NG	09	09NG_SC29
JN248590	02_AG	NG	09	09NG_SC30
JN248592	02_AG	NG	09	09NG_SC61
KX389621	02_AG	NG	10	10NG020065
KX389617	02_AG	NG	10	10NG020307
KX389614	02_AG	NG	10	10NG020437
KX389610	02_AG	NG	10	10NG030161
KX389640	02_AG	NG	11	11NG050135
KX389643	02_AG	NG	11	11NG050356
KX389644	02_AG	NG	11	11NG050366
KX389647	02_AG	NG	12	12NG060304
KX389649	02_AG	NG	12	12NG060418
L39106	02_AG	NG	x	IBNG
KP411843	02_AG	SE	11	SE602019
KP411844	02_AG	SE	11	SE602020
KP411845	02_AG	SE	11	SE602024
AF107770	02_AG	SE	94	SE7812
KT223759	02_AG	SN	13	5294
KT223760	02_AG	SN	13	9580
AJ251056	02_AG	SN	98	98SE_MP1211
AJ251057	02_AG	SN	98	98SE_MP1213
AY444811	02_AG	US	00	00US_MSC3083
JF320297	02_AG	US	06	502_2696_FL01
AY444809	02_AG	US	99	99US_MSC1134
KU168266	02_AG	x	00	LA11ZaCh
KU168267	02_AG	x	00	LA12FroG
AF193276	03_AB	RU	97	KAL153_2
FJ388917	04_cpx	CY	05	CY081
AF049337	04_cpx	CY	94	94CY032_3
JX140648	04_cpx	GR	00	DE00400GR002
AF119820	04_cpx	GR	91	GR11_97PVCH
AF119819	04_cpx	GR	97	GR84_97PVMY
AF076998	05_DF	BE	93	VI961
AF193253	05_DF	BE	x	VI1310
AY227107	05_DF	ES	99	X492
AF064699	06_cpx	AU	96	BFP90
KU168269	06_cpx	BF	x	LA14AAS287
AB485660	06_cpx	CD	x	BCF_Dioum
AY535659	06_cpx	EE	01	EE0359
AB286851	06_cpx	GH	03	03GH173_06
AJ288982	06_cpx	ML	95	95ML127
AJ245481	06_cpx	ML	95	95ML84
KX389609	06_cpx	NG	10	10NG030498
AJ288981	06_cpx	SN	97	97SE1078
EF368372	07_BC	CN	05	XJDC6431_2
EF368370	07_BC	CN	05	XJDC6441
KC492737	07_BC	CN	05	pXJDC6291_13
JX392378	07_BC	CN	06	Sichuan_2006_SC006
JX392379	07_BC	CN	06	Sichuan_2006_SC008
JX392383	07_BC	CN	06	Xinjiang_2006_709
KF835494	07_BC	CN	07	07CNYN303
KF835510	07_BC	CN	07	07CNYN323
KF835511	07_BC	CN	07	07CNYN324
KF835532	07_BC	CN	07	07CNYN349
JQ423923	07_BC	CN	07	CNGZD
KF250371	07_BC	CN	07	GD070145
KF250373	07_BC	CN	07	HB070037
KF250374	07_BC	CN	07	JS070205
KF250375	07_BC	CN	07	NX070014
KF250377	07_BC	CN	07	XJ070248
KF250385	07_BC	CN	07	xj070241
HQ215552	07_BC	CN	08	1114
JX960600	07_BC	CN	09	09LNA446
AF286230	07_BC	CN	98	98CN009
KF234628	07_BC	TW	13	pCRF07
HM067748	08_BC	CN	06	nx2
KF835493	08_BC	CN	07	07CNYN302
KF835495	08_BC	CN	07	07CNYN306
KF835496	08_BC	CN	07	07CNYN307
KF835497	08_BC	CN	07	07CNYN310
KF835500	08_BC	CN	07	07CNYN313
KF835501	08_BC	CN	07	07CNYN314
KF835507	08_BC	CN	07	07CNYN320
KF835508	08_BC	CN	07	07CNYN321
KF835509	08_BC	CN	07	07CNYN322
KF835512	08_BC	CN	07	07CNYN325
KF835529	08_BC	CN	07	07CNYN344
KF835530	08_BC	CN	07	07CNYN346
KF835531	08_BC	CN	07	07CNYN350
KF835535	08_BC	CN	07	07CNYN351
KF835534	08_BC	CN	07	07CNYN355
KF835541	08_BC	CN	07	07CNYN363
KF835545	08_BC	CN	07	07CNYN369
KF835547	08_BC	CN	07	07CNYN371
KF250369	08_BC	CN	07	GD070077
AY008715	08_BC	CN	97	97CNGX_6F
AJ866553	09_cpx	CI	00	00IC_10092
AY093605	09_cpx	GH	96	96GH2911
AY093603	09_cpx	SN	95	95SN1795
AY093604	09_cpx	SN	95	95SN7808
AY093607	09_cpx	US	99	99DE4057
AF289548	10_CD	TZ	96	96TZ_BF061
AF289549	10_CD	TZ	96	96TZ_BF071
AF289550	10_CD	TZ	96	96TZ_BF110
AY371149	11_cpx	CM	01	01CM_0186ND
AY371150	11_cpx	CM	01	01CM_4041HAN
AY371151	11_cpx	CM	02	02CM_2190SA
KP718934	11_cpx	CM	02	A1575
KP718935	11_cpx	CM	02	A1774
KP718937	11_cpx	CM	04	119_28
KP718938	11_cpx	CM	04	1230_24
KP718936	11_cpx	CM	04	260_50
KP718914	11_cpx	CM	06	263_26
KR822830	11_cpx	CM	07	62_11
KP109503	11_cpx	CM	11	DEURF11CM015
AF492624	11_cpx	CM	95	95CM_1816
AF492623	11_cpx	CM	96	96CM_4496
AJ291718	11_cpx	CM	97	MP818
JF683802	11_cpx	CY	09	CY259
AJ291719	11_cpx	FR	99	MP1298
AJ291720	11_cpx	FR	99	MP1307
AF179368	11_cpx	GR	x	GR17
KX389633	11_cpx	NG	09	09NG010131
KU168270	11_cpx	x	03	LA15PoCa
AF408629	12_BF	AR	97	A32879
AF408630	12_BF	AR	97	A32989
AF385936	12_BF	AR	99	ARMA159
AF385934	12_BF	UY	99	URTR23
AF385935	12_BF	UY	99	URTR35
AY371154	13_cpx	CM	02	02CM_3226MN
DQ845388	13_cpx	CM	02	02CM_A1394
DQ845386	13_cpx	CM	04	04CM_173_9
DQ845387	13_cpx	CM	04	04CM_632_28
KP718924	13_cpx	CM	08	228_10
KP718926	13_cpx	CM	08	833_62
AF460972	13_cpx	CM	96	96CM_1849
AF460974	13_cpx	CM	96	96CM_4164
AF450096	14_BG	ES	00	X605
AF450097	14_BG	ES	00	X623
FJ670522	14_BG	ES	05	X1870
FJ670528	14_BG	ES	05	X772_8
GU230137	14_BG	PT	00	00PTHDE10
AF529572	15_01B	TH	02	02TH_OUR1331
AF529573	15_01B	TH	02	02TH_OUR1332
JN248325	15_01B	TH	04	04TH409819
JN248351	15_01B	TH	05	05TH522586
DQ354120	15_01B	TH	96	M169
AF516184	15_01B	TH	99	99TH_MU2079
AF530576	15_01B	TH	99	99TH_R2399
KT022403	16_A2D	KE	05	05KE493170V5
KT022406	16_A2D	KE	05	05KE725124V4
AY945736	16_A2D	KE	91	KNH1271
AF286239	16_A2D	KR	97	97KR004
EU581825	17_BF	AR	02	AR02_ARG1139
EU581826	17_BF	AR	02	AR02_ARG2233
AY037281	17_BF	AR	99	ARMA038
EU581827	17_BF	BO	02	BO02_BOL119
EU581828	17_BF	PE	02	PE02_PCR0155
EU581824	17_BF	PY	02	PY02_PSP0073
EU581823	17_BF	PY	02	PY02_PSP0096
KP718931	18_cpx	CM	11	B4043_15
AF377959	18_cpx	CM	97	CM53379
AY586541	18_cpx	CU	99	CU14
AY894993	18_cpx	CU	99	CU68
AY586540	18_cpx	CU	99	CU76
AY588971	19_cpx	CU	99	CU29
AY588970	19_cpx	CU	99	CU38
AY894994	19_cpx	CU	99	CU7
KU685581	19_cpx	ES	14	EUR_0040
KU685582	19_cpx	ES	14	EUR_0041
AY586545	20_BG	CU	99	Cu103
KT276270	20_BG	ES	14	ARP1210
AY945737	21_A2D	KE	91	KNH1254
AF457051	21_A2D	KE	99	KER2003
AF457072	21_A2D	KE	99	KSM4001
AY371159	22_01A1	CM	01	01CM_0001BBY
EU743963	22_01A1	CM	02	02CAMLT72
AY371165	22_01A1	CM	02	02CM_1867LE
GQ229529	22_01A1	CM	02	02CM_3097MN
JN864049	22_01A1	CM	06	LPH27MF
JN864050	22_01A1	CM	10	LB005
JN864051	22_01A1	CM	10	LB011
JN864058	22_01A1	CM	10	LB013
JN864059	22_01A1	CM	10	LB054
AY900571	23_BG	CU	03	CB118
AY900572	23_BG	CU	03	CB347
AY900574	24_BG	CU	03	CB378
AY900575	24_BG	CU	03	CB471
FJ670526	24_BG	ES	08	X2456_2
DQ826726	25_cpx	CM	01	101BA
AY371169	25_cpx	CM	02	1918LE
EU693240	25_cpx	CM	06	06CM_BA_040
EU697906	25_cpx	SA	03	J11233
EU697908	25_cpx	SA	03	J11451
FM877780	26_A5U	CD	02	02CD_KS069
FM877781	26_A5U	CD	02	02CD_LBTB084
FM877782	26_A5U	CD	02	02CD_MBTB047
FM877777	26_A5U	CD	97	97CD_KTB119
AJ404325	27_cpx	CD	97	97CDKTB49
AM851091	27_cpx	FR	04	04CD_FR_KZS
JF804809	28_BF	BR	05	0614SV
JF804812	28_BF	BR	05	0679SV
DQ085872	28_BF	BR	99	BREPM12313
DQ085873	28_BF	BR	99	BREPM12609
DQ085874	28_BF	BR	99	BREPM12817
DQ085876	29_BF	BR	01	BREPM16704
AY771590	29_BF	BR	02	BREPM119
JF804806	29_BF	BR	05	0063SP
JF804807	29_BF	BR	05	0264RI
JF804811	29_BF	BR	05	0647SV
JF804814	29_BF	BR	05	0744SV
DQ085871	29_BF	BR	99	BREPM11948
EF091932	31_BC	BR	02	110PA
AY727526	31_BC	BR	04	04BR137
AY727527	31_BC	BR	04	04BR142
AY535660	32_06A1	EE	01	EE0369
DQ167215	32_06A1	EE	02	EST2002_1169
KM606632	32_06A1	EE	06	A14
AB547463	33_01B	ID	07	JKT189_C
DQ366659	33_01B	MY	05	05MYKL007_1
DQ366660	33_01B	MY	05	05MYKL015_2
DQ366661	33_01B	MY	05	05MYKL031_1
DQ366662	33_01B	MY	05	05MYKL045_1
EU031913	33_01B	MY	07	07MYKLD47
EF165539	34_01B	TH	99	OUR1969P
EF158043	35_AD	AF	05	05AF026
EF158040	35_AD	AF	05	05AF094
EF158041	35_AD	AF	05	05AF095
EF158042	35_AD	AF	05	05AF104
GQ477450	35_AD	AF	06	007H
GQ477451	35_AD	AF	06	027H
GQ477443	35_AD	AF	06	047H
GQ477445	35_AD	AF	06	073H
GQ477446	35_AD	AF	07	169H
GQ477448	35_AD	AF	07	273H
AB703607	35_AD	IR	10	10IRTHR01F
AB703608	35_AD	IR	10	10IRTHR09F
AB703615	35_AD	IR	10	10IRTHR41F
AB703609	35_AD	IR	11	11IRKSH24F
AB703611	35_AD	IR	11	11IRKSH29F
AB703612	35_AD	IR	11	11IRKSH31F
AB703610	35_AD	IR	11	11IRSYZ27F
AB703613	35_AD	IR	11	11IRSYZ33F
AB703614	35_AD	IR	11	11IRSYZ38F
EF087995	36_cpx	CM	00	00CMNYU1162
EF087994	36_cpx	CM	00	00CMNYU830
KR017774	36_cpx	CM	07	BS40
EF116594	37_cpx	CM	00	00CMNYU926
KP718917	37_cpx	CM	06	1130_39
AF377957	37_cpx	CM	97	CM53392
JF683745	37_cpx	CY	07	CY192
JN235962	38_BF	UY	99	99UY_TRA0123
FJ213783	38_BF1	UY	03	UY03_3389
FJ213781	38_BF1	UY	04	UY04_3987
FJ213782	38_BF1	UY	04	UY04_4022
FJ213780	38_BF1	UY	05	UY05_4752
EU735534	39_BF	BR	03	03BRRJ103
EU735536	39_BF	BR	03	03BRRJ327
EU735535	39_BF	BR	04	04BRRJ179
EU735538	40_BF	BR	04	04BRRJ115
EU735540	40_BF	BR	04	04BRSQ46
EU735537	40_BF	BR	05	05BRRJ055
EU735539	40_BF	BR	05	05BRRJ200
EU170151	42_BF	LU	03	luBF_01_03
EU697904	43_02G	SA	03	J11223
EU697905	43_02G	SA	03	J11232
EU697907	43_02G	SA	03	J11243
EU697909	43_02G	SA	03	J11456
FJ358521	44_BF	CL	00	CH80
AY536235	44_BF	CL	01	CH12
FN392874	45_cpx	CD	97	97CD_MBFE185
FN392875	45_cpx	CD	97	97CD_MBS30
FN392876	45_cpx	CM	97	97CM_MP814
EU448295	45_cpx	FR	04	04FR_AUK
FN392877	45_cpx	GA	97	97GA_TB45
DQ358801	46_BF	BR	01	01BR087
DQ358802	46_BF	BR	01	01BR125
HM026456	46_BF	BR	07	07BR_FPS625
HM026457	46_BF	BR	07	07BR_FPS742
HM026458	46_BF	BR	07	07BR_FPS783
HM026459	46_BF	BR	07	07BR_FPS810
HM026460	46_BF	BR	07	07BR_FPS812
KJ849798	47_BF	BR	10	10BR_RJ026
GQ372987	47_BF	ES	08	P1942
FJ670529	47_BF	ES	08	X2457_2
GQ175881	48_01B	MY	07	07MYKT014
GQ175882	48_01B	MY	07	07MYKT016
GQ175883	48_01B	MY	07	07MYKT021
HQ385477	49_cpx	GM	02	N18380
HQ385479	49_cpx	GM	03	N26677
HQ385478	49_cpx	GM	97	N28353
JN417236	50_A1D	GB	00	8179
JN417239	50_A1D	GB	03	33365
JN417241	50_A1D	GB	10	11762
JN417240	50_A1D	GB	10	12792
KJ485697	51_01B	MY	11	11MYKL055
JN029801	51_01B	SG	11	11SG_HM021
DQ366664	52_01B	MY	03	03MYKL018_1
AY945734	52_01B	TH	00	00TH_R1741
DQ354113	52_01B	TH	96	M043
DQ366663	53_01B	MY	04	04MYKL016_1
JX390612	53_01B	MY	10	10MYKJ067
JX390611	53_01B	MY	10	10MYKJ079
JX390610	53_01B	MY	11	11FIR164
EU031915	54_01B	MY	07	07MYKLD49
JX390977	54_01B	MY	08	08MYKL044
JX390976	54_01B	MY	09	09MYSB023
JF340054	55_01B	CN	08	08CYM047
JX574661	55_01B	CN	10	HNCS102056
JX574662	55_01B	CN	11	GDDG318
HM776939	57_BC	CN	07	341
KC899008	57_BC	CN	09	09YNLX19sg
KC870044	57_BC	CN	09	YNFL37
KF250400	57_BC	CN	10	DH17
KC522031	58_01B	MY	09	09MYPR37
KC522035	58_01B	MY	10	10MYKJ036
KF425293	58_01B	MY	10	10MYPR87
KC522033	58_01B	MY	11	11MY1RJ704
KC522032	58_01B	MY	11	11MY1ZK731
KF011494	59_01B	CN	07	GD070126
JX960635	59_01B	CN	09	09LNA423
KJ484434	59_01B	CN	11	11CNLNSY300876
KJ484435	59_01B	CN	12	12CNYNKM200199
KC899079	60_BC	IT	11	BAV499
KC899081	60_BC	IT	11	BAV636
KC990124	61_BC	CN	10	JL100010
KC870034	62_BC	CN	10	YNFL13
KC870035	62_BC	CN	10	YNFL15
JN230353	63_02A1	RU	10	10RU6637
KJ197201	63_02A1	RU	13	RU_8169
KJ197202	63_02A1	RU	13	RU_8501
KC898994	64_BC	CN	09	09YNLX047sg
KC899009	64_BC	CN	09	09YNLX219037sg
KC870042	64_BC	CN	09	YNFL31
KC870043	64_BC	CN	09	YNFL33
KC870032	64_BC	CN	10	YNFL10_1
KC870036	64_BC	CN	10	YNFL16
KC870040	64_BC	CN	10	YNFL22
KC870027	65_cpx	CN	10	YNFL01
KC870028	65_cpx	CN	10	YNFL02
KC183778	65_cpx	CN	11	ANHUI_HF104
KC183779	67_01B	CN	11	ANHUI_HF115
KC183782	68_01B	CN	11	ANHUI_WH73
AB845344	69_01B	JP	03	03JP_5091K231
LC027100	69_01B	JP	05	05JPMYC113SP420
AB845347	69_01B	JP	05	05JP_5091K448
AB845348	69_01B	JP	10	10JP_5091N172
AB845349	69_01B	JP	10	10JP_5091N200
KJ849758	70_BF1	BR	10	10BR_PE004
KJ849761	70_BF1	BR	10	10BR_PE016
KJ849762	70_BF1	BR	10	10BR_PE025
KU749388	70_BF1	BR	10	DE07010BR033
DQ358811	71_BF1	BR	02	02BR033
KJ849759	71_BF1	BR	10	10BR_PE008
KJ849760	71_BF1	BR	10	10BR_PE009
KJ849769	71_BF1	BR	10	10BR_PE064
KJ849770	71_BF1	BR	10	10BR_PE066
KJ849771	71_BF1	BR	10	10BR_PE071
KJ849773	71_BF1	BR	10	10BR_PE084
KJ849775	71_BF1	BR	10	10BR_PE087
KJ849776	71_BF1	BR	10	10BR_PE088
KJ849777	71_BF1	BR	10	10BR_PE090
KJ849778	71_BF1	BR	10	10BR_PE092
KT427816	71_BF1	BR	10	10BR_SP026
KJ671534	72_BF1	BR	10	10BR_MG002
KJ671533	72_BF1	BR	10	10BR_MG003
KJ671535	72_BF1	BR	10	10BR_MG004
KJ671537	72_BF1	BR	10	10BR_MG005
KJ671536	72_BF1	BR	10	10BR_MG008
AY882421	73_BG	DE	01	9196_01
KM248765	73_BG	ES	11	X3208
KR019770	74_01B	MY	10	10MYKJ052
KR019771	74_01B	MY	10	10MYPR268
KR019772	74_01B	MY	11	11MYPR416
KU161143	78_cpx	CN	13	YNTC19
KU161144	78_cpx	CN	13	YNTC35
KU161145	78_cpx	CN	13	YNTC88
KU992936	85_BC	CN	14	14CN_SCYB12
KU992937	85_BC	CN	14	14CN_SCYB18
KU992928	85_BC	CN	14	14CN_SCYB1
KU992930	85_BC	CN	14	14CN_SCYB20
KU992929	85_BC	CN	14	14CN_SCYB2
KU992931	85_BC	CN	14	14CN_SCYB3
KU992932	85_BC	CN	14	14CN_SCYB4
KU992934	85_BC	CN	14	14CN_SCYB7
KX582249	86_BC	CN	13	15YNHS18
KX582250	86_BC	CN	13	15YNHS23
KX582251	86_BC	CN	13	15YNHS26
KC898992	87_cpx	CN	09	09YNLC497sg
KC899012	87_cpx	CN	09	09YNRL215050sg
KF250408	87_cpx	CN	12	DH32
KC898975	88_BC	CN	05	05YNRL07sg
KC898979	88_BC	CN	05	05YNRL25sg
KF250402	88_BC	CN	09	DH19
AY371145	0102A	CM	01	01CM_0190MA
KP718921	0102A	CM	07	567_16
KP718922	0102A	CM	07	663_13
KC990127	107	CN	07	JL070032
KC833436	107	CN	07	MSM0720
KU051564	107	CN	10	10LNA015
KJ184176	107	CN	10	JLRF03
KJ184180	107	CN	11	JLRF09
KJ778897	107	CN	12	kang124_NFL
KM974719	107	CN	13	BJMP3002
KM974720	107	CN	13	BJMP3026
KT619126	107	CN	14	GXDY460B
KT592380	107	CN	14	XC2014EU09
KX159285	107	CN	15	zj032
KT372798	107	TW	08	TN_H8
