sequenceID	accession_version	collection_month	collection_month_day	collection_year	country	country_iso	isolate_id	lab_construct	length	place_sampled	primary_accession	pubmed_id	source.name	subtype	create_date	update_date	format
KU678192	KU678192.1	JUL	25	2001	USA	USA	B	-	8960	-	KU678192	27432972	ncbi-curated	-	15-Aug-2016	15-Aug-2016	GENBANK_XML
KU678193	KU678193.1	JUL	25	2001	USA	USA	B	-	8301	-	KU678193	27432972	ncbi-curated	-	15-Aug-2016	15-Aug-2016	GENBANK_XML
KU685581	KU685581.1	JUN	26	2014	Spain	ESP	EUR-0040	-	8936	-	KU685581	-	ncbi-curated	-	30-Mar-2016	30-Mar-2016	GENBANK_XML
KU685582	KU685582.1	JUN	26	2014	Spain	ESP	EUR-0041	-	8942	-	KU685582	-	ncbi-curated	-	30-Mar-2016	30-Mar-2016	GENBANK_XML
KU685583	KU685583.1	SEP	2	2014	Spain	ESP	EUR-0043	-	8904	-	KU685583	-	ncbi-curated	-	30-Mar-2016	30-Mar-2016	GENBANK_XML
KU685584	KU685584.1	SEP	3	2014	Spain	ESP	EUR-0044	-	8883	-	KU685584	-	ncbi-curated	-	30-Mar-2016	30-Mar-2016	GENBANK_XML
KU685585	KU685585.1	SEP	3	2014	Spain	ESP	EUR-0045	-	8851	-	KU685585	-	ncbi-curated	-	30-Mar-2016	30-Mar-2016	GENBANK_XML
KU685586	KU685586.1	SEP	2	2014	Spain	ESP	EUR-0046	-	8878	-	KU685586	-	ncbi-curated	-	30-Mar-2016	30-Mar-2016	GENBANK_XML
KU685587	KU685587.1	SEP	10	2014	Spain	ESP	EUR-0048	-	8956	-	KU685587	-	ncbi-curated	-	30-Mar-2016	30-Mar-2016	GENBANK_XML
KU685588	KU685588.1	SEP	26	2014	Spain	ESP	EUR-0050	-	8891	-	KU685588	-	ncbi-curated	-	30-Mar-2016	30-Mar-2016	GENBANK_XML
KU685589	KU685589.1	OCT	8	2014	Spain	ESP	EUR-0052	-	8901	-	KU685589	-	ncbi-curated	-	30-Mar-2016	30-Mar-2016	GENBANK_XML
KU685590	KU685590.1	OCT	15	2014	Spain	ESP	EUR-0053	-	8866	-	KU685590	-	ncbi-curated	-	30-Mar-2016	30-Mar-2016	GENBANK_XML
KU685591	KU685591.1	MAY	27	2014	Spain	ESP	EUR-0031	-	8882	-	KU685591	-	ncbi-curated	-	30-Mar-2016	30-Mar-2016	GENBANK_XML
KU685592	KU685592.1	MAY	28	2014	Spain	ESP	EUR-0033	-	8894	-	KU685592	-	ncbi-curated	-	30-Mar-2016	30-Mar-2016	GENBANK_XML
KU724103	KU724103.1	AUG	8	2013	China: Beijing	CHN	BJMP3116B	-	8928	Beijing	KU724103	-	ncbi-curated	-	18-Feb-2018	18-Feb-2018	GENBANK_XML
KU724104	KU724104.1	OCT	17	2013	China: Beijing	CHN	BJMP3211B	-	9008	Beijing	KU724104	-	ncbi-curated	-	18-Feb-2018	18-Feb-2018	GENBANK_XML
KU724105	KU724105.1	SEP	25	2013	China: Beijing	CHN	BJMP3294B	-	8992	Beijing	KU724105	-	ncbi-curated	-	18-Feb-2018	18-Feb-2018	GENBANK_XML
KU749387	KU749387.1	-	-	2013	USA	USA	DEMB13US026	-	8991	-	KU749387	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749388	KU749388.1	-	-	2010	Brazil	BRA	DE07010BR033	-	9231	-	KU749388	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749389	KU749389.1	-	-	2009	Brazil	BRA	DEMB09BR040	-	9248	-	KU749389	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749390	KU749390.1	-	-	2010	Brazil	BRA	DEMB10BR038	-	9279	-	KU749390	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749391	KU749391.1	-	-	2009	Brazil	BRA	DEMC09BR036	-	9216	-	KU749391	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749392	KU749392.1	-	-	2010	Brazil	BRA	DEMC10BR024	-	9244	-	KU749392	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749393	KU749393.1	-	-	2011	Brazil	BRA	DEMC11BR035	-	9195	-	KU749393	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749394	KU749394.1	-	-	2010	Brazil	BRA	DEMD10BR034	-	9277	-	KU749394	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749395	KU749395.1	-	-	2010	Brazil	BRA	DEMF110BR015	-	9227	-	KU749395	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749396	KU749396.1	-	-	2011	Brazil	BRA	DEMF111BR037	-	9221	-	KU749396	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749397	KU749397.1	-	-	2007	Brazil	BRA	DEURF07BR043	-	9320	-	KU749397	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749398	KU749398.1	-	-	2009	Brazil	BRA	DEURF09BR014	-	8997	-	KU749398	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749399	KU749399.1	-	-	2011	Ukraine	UKR	DEMA111UA002	-	9208	-	KU749399	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749400	KU749400.1	-	-	2011	Ukraine	UKR	DEMA111UA008	-	9346	-	KU749400	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749401	KU749401.1	-	-	2011	Ukraine	UKR	DEMA111UA009	-	9244	-	KU749401	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749402	KU749402.1	-	-	2012	Ukraine	UKR	DEMA112UA014	-	9836	-	KU749402	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749403	KU749403.1	-	-	2012	Ukraine	UKR	DEMA112UA024	-	9658	-	KU749403	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749404	KU749404.1	-	-	2012	Ukraine	UKR	DEMA112UA030	-	9623	-	KU749404	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749405	KU749405.1	-	-	2012	Ukraine	UKR	DEMA112UA034	-	9674	-	KU749405	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749406	KU749406.1	-	-	2012	Ukraine	UKR	DEMA112UA036	-	9649	-	KU749406	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749407	KU749407.1	-	-	2012	Ukraine	UKR	DEMA112UA042	-	9167	-	KU749407	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749408	KU749408.1	-	-	2008	Spain	ESP	DEURF08ES008	-	9036	-	KU749408	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749409	KU749409.1	-	-	2014	Pakistan	PAK	DEMA114PK001	-	9193	-	KU749409	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749410	KU749410.3	-	-	2014	Pakistan	PAK	DEMA114PK002	-	9059	-	KU749410	-	ncbi-curated	-	08-Dec-2016	07-Jul-2017	GENBANK_XML
KU749411	KU749411.1	-	-	2014	Pakistan	PAK	DEMA114PK013	-	9182	-	KU749411	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749412	KU749412.1	-	-	2014	Pakistan	PAK	DEMC14PK009	-	9188	-	KU749412	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749413	KU749413.1	-	-	2014	Pakistan	PAK	DEURF14PK006	-	9493	-	KU749413	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749414	KU749414.1	-	-	2014	Pakistan	PAK	DEURF14PK015	-	9109	-	KU749414	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749415	KU749415.1	-	-	2013	South Africa	ZAF	DEMC13ZA146	-	9142	-	KU749415	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749416	KU749416.1	-	-	2013	South Africa	ZAF	DEMC13ZA149	-	9172	-	KU749416	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749417	KU749417.1	-	-	2013	South Africa	ZAF	DEMC13ZA152	-	9094	-	KU749417	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749418	KU749418.1	-	-	2013	South Africa	ZAF	DEURF13ZA135	-	9097	-	KU749418	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749419	KU749419.1	-	-	2010	Cameroon	CMR	DE00210CM019	-	8934	-	KU749419	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749420	KU749420.1	-	-	2011	Cameroon	CMR	DEMF211CM025	-	9015	-	KU749420	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749421	KU749421.1	-	-	2010	Cameroon	CMR	DEURF10CM024	-	9027	-	KU749421	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749422	KU749422.1	-	-	2011	Cameroon	CMR	DEURF11CM026	-	9277	-	KU749422	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749423	KU749423.1	-	-	2006	Rwanda	RWA	DEMA106RW003	-	9011	-	KU749423	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749424	KU749424.1	-	-	2008	Rwanda	RWA	DEMA108RW010	-	9077	-	KU749424	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749425	KU749425.1	-	-	2007	Zambia	ZMB	DEMC07ZM013	-	9190	-	KU749425	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749426	KU749426.1	-	-	2009	Zambia	ZMB	DEMC09ZM015	-	9014	-	KU749426	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749427	KU749427.1	-	-	2006	Kenya	KEN	DEURF06KE011	-	8980	-	KU749427	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749428	KU749428.1	-	-	2006	Rwanda	RWA	DEURF06RW006	-	9029	-	KU749428	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749429	KU749429.1	-	-	2007	Kenya	KEN	DEURF07KE014	-	9008	-	KU749429	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749430	KU749430.1	-	-	2008	Kenya	KEN	DEURF08KE018	-	9030	-	KU749430	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749431	KU749431.1	-	-	2011	Kenya	KEN	DEURF11KE020	-	9007	-	KU749431	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU749432	KU749432.1	-	-	2008	Russia	RUS	DE00208RU002	-	8978	-	KU749432	-	ncbi-curated	-	08-Dec-2016	08-Dec-2016	GENBANK_XML
KU820822	KU820822.1	NOV	28	2013	Myanmar	MMR	mSSDU101	-	8313	-	KU820822	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820823	KU820823.1	NOV	28	2013	Myanmar	MMR	mSSDU109	-	8310	-	KU820823	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820824	KU820824.1	NOV	28	2013	Myanmar	MMR	mSSDU118	-	8319	-	KU820824	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820825	KU820825.1	NOV	28	2013	Myanmar	MMR	mSSDU12	-	8249	-	KU820825	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820826	KU820826.1	NOV	28	2013	Myanmar	MMR	mSSDU137	-	8301	-	KU820826	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820827	KU820827.1	NOV	28	2013	Myanmar	MMR	mSSDU139	-	8301	-	KU820827	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820828	KU820828.1	NOV	28	2013	Myanmar	MMR	mSSDU144	-	8322	-	KU820828	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820829	KU820829.1	NOV	28	2013	Myanmar	MMR	mSSDU151	-	8304	-	KU820829	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820830	KU820830.1	NOV	28	2013	Myanmar	MMR	mSSDU153	-	8328	-	KU820830	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820831	KU820831.1	NOV	28	2013	Myanmar	MMR	mSSDU160	-	8330	-	KU820831	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820832	KU820832.1	NOV	28	2013	Myanmar	MMR	mSSDU163	-	8312	-	KU820832	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820833	KU820833.1	NOV	28	2013	Myanmar	MMR	mSSDU178	-	8298	-	KU820833	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820834	KU820834.1	NOV	28	2013	Myanmar	MMR	mSSDU180	-	8319	-	KU820834	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820835	KU820835.1	NOV	28	2013	Myanmar	MMR	mSSDU187	-	8340	-	KU820835	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820836	KU820836.1	NOV	28	2013	Myanmar	MMR	mSSDU191	-	8261	-	KU820836	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820837	KU820837.1	NOV	28	2013	Myanmar	MMR	mSSDU195	-	8243	-	KU820837	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820838	KU820838.1	NOV	28	2013	Myanmar	MMR	mSSDU199	-	8301	-	KU820838	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820839	KU820839.1	NOV	28	2013	Myanmar	MMR	mSSDU21	-	8307	-	KU820839	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820840	KU820840.1	NOV	28	2013	Myanmar	MMR	mSSDU220	-	8336	-	KU820840	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820841	KU820841.1	NOV	28	2013	Myanmar	MMR	mSSDU247	-	8292	-	KU820841	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820842	KU820842.1	NOV	28	2013	Myanmar	MMR	mSSDU24	-	8292	-	KU820842	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820843	KU820843.1	NOV	28	2013	Myanmar	MMR	mSSDU28	-	8304	-	KU820843	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820844	KU820844.1	NOV	28	2013	Myanmar	MMR	mSSDU63	-	8258	-	KU820844	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820845	KU820845.1	NOV	28	2013	Myanmar	MMR	mSSDU75	-	8264	-	KU820845	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820846	KU820846.1	NOV	28	2013	Myanmar	MMR	mSSDU91	-	8324	-	KU820846	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820847	KU820847.1	NOV	28	2013	Myanmar	MMR	mSSDU94	-	8319	-	KU820847	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820848	KU820848.1	NOV	8	2014	Myanmar	MMR	mKSDU24	-	8312	-	KU820848	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820849	KU820849.1	NOV	8	2014	Myanmar	MMR	fKSDU26	-	8376	-	KU820849	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820850	KU820850.1	NOV	8	2014	Myanmar	MMR	mKSDU81	-	8276	-	KU820850	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820851	KU820851.1	NOV	8	2014	Myanmar	MMR	mKSDU92	-	8333	-	KU820851	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU820852	KU820852.1	NOV	8	2014	Myanmar	MMR	fKSDU97	-	8288	-	KU820852	27574950	ncbi-curated	-	07-Apr-2017	11-Apr-2017	GENBANK_XML
KU869610	KU869610.1	-	-	1993	South Korea	KOR	HP-4-93KGJ10-14585/14604/14605/14580/14581	-	8116	-	KU869610	28639219	ncbi-curated	-	01-May-2016	23-Jan-2018	GENBANK_XML
KU886698	KU886698.1	JUL	10	2014	China	CHN	XC2014EU20	-	9118	-	KU886698	-	ncbi-curated	-	16-Mar-2016	16-Mar-2016	GENBANK_XML
KU901976	KU901976.1	MAY	17	2012	USA	USA	N8261_FL_CON	-	9110	-	KU901976	27819061	ncbi-curated	-	10-Nov-2016	10-Nov-2016	GENBANK_XML
KU901977	KU901977.1	MAY	17	2012	USA	USA	N8261_NGS_CON	-	6951	-	KU901977	27819061	ncbi-curated	-	10-Nov-2016	10-Nov-2016	GENBANK_XML
KU901995	KU901995.1	APR	24	2012	USA	USA	T8250_4fl.G11	-	9005	-	KU901995	27819061	ncbi-curated	-	10-Nov-2016	10-Nov-2016	GENBANK_XML
KU901996	KU901996.1	APR	24	2012	USA	USA	T8250_4fl.H9	-	9012	-	KU901996	27819061	ncbi-curated	-	10-Nov-2016	10-Nov-2016	GENBANK_XML
KU901997	KU901997.1	APR	24	2012	USA	USA	T8250_FL_CON	-	9093	-	KU901997	27819061	ncbi-curated	-	10-Nov-2016	10-Nov-2016	GENBANK_XML
KU901998	KU901998.1	APR	24	2012	USA	USA	T8250_NGS_CON	-	8615	-	KU901998	27819061	ncbi-curated	-	10-Nov-2016	10-Nov-2016	GENBANK_XML
KU992928	KU992928.1	-	-	2014	China	CHN	SCFL14	-	8981	-	KU992928	27169981	ncbi-curated	-	13-Aug-2016	13-Aug-2016	GENBANK_XML
KU992929	KU992929.1	-	-	2014	China	CHN	SCFL14	-	9020	-	KU992929	27169981	ncbi-curated	-	13-Aug-2016	13-Aug-2016	GENBANK_XML
KU992930	KU992930.1	-	-	2014	China	CHN	SCFL14	-	9021	-	KU992930	27169981	ncbi-curated	-	13-Aug-2016	13-Aug-2016	GENBANK_XML
KU992931	KU992931.1	-	-	2014	China	CHN	SCFL14	-	8954	-	KU992931	27169981	ncbi-curated	-	13-Aug-2016	13-Aug-2016	GENBANK_XML
KU992932	KU992932.1	-	-	2014	China	CHN	SCFL14	-	8960	-	KU992932	27169981	ncbi-curated	-	13-Aug-2016	13-Aug-2016	GENBANK_XML
KU992933	KU992933.1	-	-	2014	China	CHN	SCFL14	-	8498	-	KU992933	27169981	ncbi-curated	-	13-Aug-2016	13-Aug-2016	GENBANK_XML
KU992934	KU992934.1	-	-	2014	China	CHN	SCFL14	-	8971	-	KU992934	27169981	ncbi-curated	-	13-Aug-2016	13-Aug-2016	GENBANK_XML
KU992935	KU992935.1	-	-	2014	China	CHN	SCFL14	-	8956	-	KU992935	27169981	ncbi-curated	-	13-Aug-2016	13-Aug-2016	GENBANK_XML
KU992936	KU992936.1	-	-	2014	China	CHN	SCFL14	-	8902	-	KU992936	27169981	ncbi-curated	-	13-Aug-2016	13-Aug-2016	GENBANK_XML
KU992937	KU992937.1	-	-	2014	China	CHN	SCFL14	-	8939	-	KU992937	27169981	ncbi-curated	-	13-Aug-2016	13-Aug-2016	GENBANK_XML
KX010453	KX010453.1	-	-	2015	China	CHN	-	-	8974	-	KX010453	-	ncbi-curated	-	01-May-2016	01-May-2016	GENBANK_XML
KX069219	KX069219.1	-	-	2015	India	IND	NIRT001	-	8765	-	KX069219	-	ncbi-curated	-	31-Oct-2016	31-Oct-2016	GENBANK_XML
KX069220	KX069220.1	-	-	2015	India	IND	NIRT002	-	8768	-	KX069220	-	ncbi-curated	-	31-Oct-2016	31-Oct-2016	GENBANK_XML
KX069221	KX069221.1	-	-	2015	India	IND	NIRT003	-	8735	-	KX069221	-	ncbi-curated	-	31-Oct-2016	31-Oct-2016	GENBANK_XML
KX069222	KX069222.1	-	-	2014	India	IND	NIRT004	-	8746	-	KX069222	-	ncbi-curated	-	31-Oct-2016	31-Oct-2016	GENBANK_XML
KX069223	KX069223.1	-	-	2015	India	IND	NIRT005	-	8689	-	KX069223	-	ncbi-curated	-	31-Oct-2016	31-Oct-2016	GENBANK_XML
KX069224	KX069224.1	-	-	2015	India	IND	NIRT006	-	8699	-	KX069224	-	ncbi-curated	-	31-Oct-2016	31-Oct-2016	GENBANK_XML
KX069225	KX069225.1	-	-	2015	India	IND	NIRT007	-	8719	-	KX069225	-	ncbi-curated	-	31-Oct-2016	31-Oct-2016	GENBANK_XML
KX069226	KX069226.1	-	-	2015	India	IND	NIRT008	-	8699	-	KX069226	-	ncbi-curated	-	31-Oct-2016	31-Oct-2016	GENBANK_XML
KX069227	KX069227.1	-	-	2011	India	IND	NIRT009	-	8745	-	KX069227	-	ncbi-curated	-	31-Oct-2016	31-Oct-2016	GENBANK_XML
KX069228	KX069228.1	-	-	2011	India	IND	NIRT010	-	8804	-	KX069228	-	ncbi-curated	-	31-Oct-2016	31-Oct-2016	GENBANK_XML
KX159285	KX159285.1	DEC	15	2015	China	CHN	zj032	-	8969	-	KX159285	27353182	ncbi-curated	-	06-Jul-2016	06-Jul-2016	GENBANK_XML
KX185086	KX185086.1	DEC	15	2015	China	CHN	15zj016	-	8696	-	KX185086	28187688	ncbi-curated	-	27-Nov-2017	28-Nov-2017	GENBANK_XML
KX228799	KX228799.1	-	-	2009	South Africa	ZAF	Read10_HIV_C	-	8942	-	KX228799	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228800	KX228800.1	-	-	2009	China	CHN	Read11_HIV_CRF01_AE	-	8894	-	KX228800	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228801	KX228801.1	-	-	2009	Spain	ESP	Read1_HIV_G	-	8957	-	KX228801	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228802	KX228802.1	-	-	2010	USA	USA	Read23_HIV_B	-	8732	-	KX228802	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228803	KX228803.1	-	-	2010	USA	USA	Read24_HIV_B	-	8780	-	KX228803	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228804	KX228804.1	-	-	2001	Spain	ESP	Read25_HIV_GroupO	-	9077	-	KX228804	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228805	KX228805.1	-	-	2011	USA	USA	Read26_HIV_B	-	8759	-	KX228805	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228806	KX228806.1	-	-	2010	USA	USA	Read27_HIV_B	-	8756	-	KX228806	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228807	KX228807.1	-	-	2009	USA	USA	Read28_HIV_B	-	8804	-	KX228807	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228808	KX228808.1	-	-	2011	Uganda	UGA	Read29_HIV_URF	-	8822	-	KX228808	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228809	KX228809.1	-	-	2010	Cameroon	CMR	Read2_HIV_F2	-	8697	-	KX228809	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228810	KX228810.1	-	-	2010	Uganda	UGA	Read30_HIV_A1	-	8735	-	KX228810	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228811	KX228811.1	-	-	2010	Uganda	UGA	Read31_HIV_URF	-	8786	-	KX228811	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228812	KX228812.1	-	-	2005	Spain	ESP	Read32_HIV_G	-	8991	-	KX228812	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228813	KX228813.1	-	-	2008	Spain	ESP	Read33_HIV_CRF24_BG	-	8922	-	KX228813	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228814	KX228814.1	-	-	2006	Angola	AGO	Read34_HIV_CRF02_AG	-	8619	-	KX228814	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228815	KX228815.1	-	-	2005	Tanzania	TZA	Read35_HIV_A1	-	8745	-	KX228815	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228816	KX228816.1	-	-	2010	Cameroon	CMR	Read36_HIV_CRF22_01A1	-	8675	-	KX228816	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228817	KX228817.1	-	-	2010	Cameroon	CMR	Read37_HIV_CRF22_01A1	-	8637	-	KX228817	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228818	KX228818.1	-	-	2007	Brazil	BRA	Read38_HIV_C	-	8954	-	KX228818	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228819	KX228819.1	-	-	2008	Cameroon	CMR	Read3_HIV_URF	-	8481	-	KX228819	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228820	KX228820.1	-	-	2007	Angola	AGO	Read4_HIV_C	-	8984	-	KX228820	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228821	KX228821.1	-	-	2008	Nigeria	NGA	Read5_HIV_C	-	8953	-	KX228821	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228822	KX228822.1	-	-	2000	Greece	GRC	Read6_HIV_CRF04_cpx	-	8808	-	KX228822	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228823	KX228823.1	-	-	2008	Cameroon	CMR	Read7_HIV_CRF02_AG	-	8644	-	KX228823	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228824	KX228824.1	-	-	2008	Cameroon	CMR	Read8_HIV_CRF02_AG	-	8624	-	KX228824	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX228825	KX228825.1	-	-	2009	USA	USA	Read9_HIV_B	-	8708	-	KX228825	-	ncbi-curated	-	31-Jul-2016	31-Jul-2016	GENBANK_XML
KX232594	KX232594.1	-	-	2014	Pakistan	PAK	PK001	-	9302	-	KX232594	27973597	ncbi-curated	-	23-Feb-2017	23-Feb-2017	GENBANK_XML
KX232595	KX232595.1	-	-	2014	Pakistan	PAK	PK002	-	9171	-	KX232595	27973597	ncbi-curated	-	23-Feb-2017	23-Feb-2017	GENBANK_XML
KX232596	KX232596.1	-	-	2014	Pakistan	PAK	PK003	-	9092	-	KX232596	27973597	ncbi-curated	-	23-Feb-2017	23-Feb-2017	GENBANK_XML
KX232597	KX232597.1	-	-	2014	Pakistan	PAK	PK004	-	9184	-	KX232597	27973597	ncbi-curated	-	23-Feb-2017	23-Feb-2017	GENBANK_XML
KX232599	KX232599.1	-	-	2014	Pakistan	PAK	PK006	-	9263	-	KX232599	27973597	ncbi-curated	-	23-Feb-2017	23-Feb-2017	GENBANK_XML
