"sequence_id","isolate_id","collection_year"
"KM048542","ZM1317M",2008
"KM049212","ZM1317M",2008
"KM050103","ZM1317M",2008
"KP715752","ZM1317M_13-Dec-2005",2005
"KM049204","ZM131F",1998
"KM050095","ZM131F",1998
"KM049203","ZM131M",1998
"KM050094","ZM131M",1998
"KM049214","ZM132F",2000
"KM050105","ZM132F",2000
"KM049213","ZM132M",2000
"KM050104","ZM132M",2000
"KM049003","ZM135F",1999
"KP715753","ZM1385M_21-Mar-2006",2006
"KM048534","ZM13F",1999
"KM048543","ZM1413F",2007
"KM049215","ZM1413F",2007
"KM050106","ZM1413F",2007
"KM048544","ZM1413M",2007
"KM049216","ZM1413M",2007
"KM050107","ZM1413M",2007
"KM048545","ZM1413M",2008
"KM048546","ZM1413M",2008
"KM049217","ZM1413M",2008
"KM049218","ZM1413M",2008
"KM050108","ZM1413M",2008
"KM050109","ZM1413M",2008
"KM048547","ZM1413M",2009
"KM048548","ZM1413M",2009
"KM049219","ZM1413M",2009
"KM049220","ZM1413M",2009
"KM050110","ZM1413M",2009
"KM050111","ZM1413M",2009
"KP715754","ZM1413M_13-Jun-2007",2007
"KM049221","ZM1427M",2006
"KM050112","ZM1427M",2006
"KM048549","ZM1439F",2005
"KM049222","ZM1439F",2005
"KM050113","ZM1439F",2005
"KM048550","ZM1440F",2005
"KM049223","ZM1440F",2005
"KM050114","ZM1440F",2005
"KM048551","ZM1443M",2005
"KM049224","ZM1443M",2005
"KM050115","ZM1443M",2005
"KM048552","ZM1445F",2005
"KM049225","ZM1445F",2005
"KM050116","ZM1445F",2005
"KM048554","ZM1450M",2005
"KM049228","ZM1450M",2005
"KM048555","ZM1454F",2006
"KM049229","ZM1454F",2006
"KM050119","ZM1454F",2006
"KM048556","ZM1455M",2006
"KM049230","ZM1455M",2006
"KM050120","ZM1455M",2006
"KM048553","ZM145F",2000
"KM049227","ZM145F",2000
"KM050118","ZM145F",2000
"KM049226","ZM145M",2000
"KM050117","ZM145M",2000
"KM049231","ZM1464F",2006
"KM050121","ZM1464F",2006
"KP715755","ZM1464M_10-Mar-2007",2007
"KM049232","ZM1465M",2006
"KM050122","ZM1465M",2006
"KM048557","ZM1469F",2006
"KM049233","ZM1469F",2006
"KM049234","ZM1472M",2006
"KM050123","ZM1472M",2006
"KM049235","ZM1473M",2006
"KM050124","ZM1473M",2006
"KM049236","ZM1477F",2006
"KM050125","ZM1477F",2006
"KM048559","ZM1480F",2007
"KM048560","ZM1480F",2007
"KM049238","ZM1480F",2007
"KM049239","ZM1480F",2007
"KM050127","ZM1480F",2007
"KM050128","ZM1480F",2007
"KM049240","ZM1480F",2008
"KM050129","ZM1480F",2008
"KP715756","ZM1480F_11-Apr-2007",2007
"KM048558","ZM1480M",2007
"KM049237","ZM1480M",2007
"KM050126","ZM1480M",2007
"KM049241","ZM1482F",2006
"KM050130","ZM1482F",2006
"KM049242","ZM1483F",2006
"KM050131","ZM1483F",2006
"KM049243","ZM1486M",2006
"KM050132","ZM1486M",2006
"KM049244","ZM1489M",2006
"KM050133","ZM1489M",2006
"KP715757","ZM148M_14-Apr-2009",2009
"KM049245","ZM1491M",2006
"KM050134","ZM1491M",2006
"KM049246","ZM1492M",2006
"KM050135","ZM1492M",2006
"KM049247","ZM1493F",2006
"KM048562","ZM1494F",2006
"KM049249","ZM1494F",2006
"KM050137","ZM1494F",2006
"KM048563","ZM1494F",2007
"KM048564","ZM1494F",2007
"KM048565","ZM1494F",2007
"KM048566","ZM1494F",2007
"KM049250","ZM1494F",2007
"KM049251","ZM1494F",2007
"KM049252","ZM1494F",2007
"KM049253","ZM1494F",2007
"KM050138","ZM1494F",2007
"KM050139","ZM1494F",2007
"KM050140","ZM1494F",2007
"KM050141","ZM1494F",2007
"KM048567","ZM1494F",2008
"KM048568","ZM1494F",2008
"KM049254","ZM1494F",2008
"KM049255","ZM1494F",2008
"KM050142","ZM1494F",2008
"KM050143","ZM1494F",2008
"KP715758","ZM1494F_18-Nov-2006",2006
"KM048561","ZM1494M",2006
"KM049248","ZM1494M",2006
"KM050136","ZM1494M",2006
"KM049262","ZM1502M",2006
"KM050150","ZM1502M",2006
"KM048573","ZM1505F",2006
"KM049263","ZM1505F",2006
"KP715759","ZM1507M_03-May-2006",2006
"KP715760","ZM1509M_06-Feb-2008",2008
"KM048569","ZM150F",2001
"KM048570","ZM150F",2001
"KM049257","ZM150F",2001
"KM049258","ZM150F",2001
"KM050145","ZM150F",2001
"KM050146","ZM150F",2001
"KM048571","ZM150F",2002
"KM048572","ZM150F",2002
"KM049259","ZM150F",2002
"KM049260","ZM150F",2002
"KM049261","ZM150F",2002
"KM050147","ZM150F",2002
"KM050148","ZM150F",2002
"KM050149","ZM150F",2002
"KM049256","ZM150M",2001
"KM050144","ZM150M",2001
"KM048575","ZM1511F",2007
"KM049265","ZM1511F",2007
"KM050151","ZM1511F",2007
"KM048576","ZM1511M",2006
"KM049266","ZM1511M",2006
"KM050152","ZM1511M",2006
"KM048577","ZM1511M",2007
"KM049267","ZM1511M",2007
"KM050153","ZM1511M",2007
"KM048578","ZM1515F",2006
"KM049268","ZM1515F",2006
"KM050154","ZM1515F",2006
"KM048579","ZM1515M",2006
"KM049269","ZM1515M",2006
"KM050155","ZM1515M",2006
"KM048580","ZM1515M",2007
"KM048581","ZM1515M",2007
"KM049270","ZM1515M",2007
"KM049271","ZM1515M",2007
"KM050156","ZM1515M",2007
"KM050157","ZM1515M",2007
"KM048582","ZM1515M",2008
"KM048583","ZM1515M",2008
"KM049272","ZM1515M",2008
"KM049273","ZM1515M",2008
"KM050158","ZM1515M",2008
"KM050159","ZM1515M",2008
"KP715761","ZM1515M_09-Nov-2006",2006
"KM048574","ZM151M",2002
"KM049264","ZM151M",2002
"KM048585","ZM1534F",2009
"KP715762","ZM1534F_10-Dec-2009",2009
"KM048584","ZM1534M",2009
"KP715763","ZM1541M_23-Jan-2009",2009
"KM048586","ZM1550F",2007
"KM049276","ZM1550F",2007
"KM050160","ZM1550F",2007
"KM048587","ZM1550M",2007
"KM048588","ZM1550M",2007
"KM048589","ZM1550M",2007
"KM048590","ZM1550M",2007
"KM049277","ZM1550M",2007
"KM049278","ZM1550M",2007
"KM049279","ZM1550M",2007
"KM049280","ZM1550M",2007
"KM050161","ZM1550M",2007
"KM050162","ZM1550M",2007
"KM050163","ZM1550M",2007
"KM048591","ZM1550M",2008
"KM048592","ZM1550M",2008
"KM048593","ZM1550M",2008
"KM049281","ZM1550M",2008
"KM049282","ZM1550M",2008
"KM049283","ZM1550M",2008
"KM050164","ZM1550M",2008
"KM050165","ZM1550M",2008
"KM050166","ZM1550M",2008
"KM049275","ZM155F",2001
"KM049274","ZM155M",2001
"KM048595","ZM1573F",2006
"KM048596","ZM1573F",2006
"KM048597","ZM1573F",2006
"KM048598","ZM1573F",2006
"KM049285","ZM1573F",2006
"KM049286","ZM1573F",2006
"KM049287","ZM1573F",2006
"KM049288","ZM1573F",2006
"KM050168","ZM1573F",2006
"KM050169","ZM1573F",2006
"KM050170","ZM1573F",2006
"KM050171","ZM1573F",2006
"KM048599","ZM1573F",2007
"KM048600","ZM1573F",2007
"KM049289","ZM1573F",2007
"KM049290","ZM1573F",2007
"KM050172","ZM1573F",2007
"KM050173","ZM1573F",2007
"KM048601","ZM1573F",2008
"KM048602","ZM1573F",2008
"KM049291","ZM1573F",2008
"KM050174","ZM1573F",2008
"KM050175","ZM1573F",2008
"KP715764","ZM1573F_23-Feb-2006",2006
"KM048594","ZM1573M",2006
"KM049284","ZM1573M",2006
"KM050167","ZM1573M",2006
"KM049292","ZM1581M",2005
"KM050176","ZM1581M",2005
"KM049293","ZM1585F",2006
"KM050177","ZM1585F",2006
"KM049294","ZM1586M",2006
"KM048603","ZM1587F",2006
"KM049295","ZM1587F",2006
"KM050178","ZM1587F",2006
"KM049296","ZM1590M",2006
"KM049297","ZM1591F",2006
"KM050179","ZM1591F",2006
"KM049298","ZM1592M",2006
"KM050180","ZM1592M",2006
"KM049299","ZM1599M",2006
"KM050181","ZM1599M",2006
"KM048604","ZM1600F",2006
"KM049300","ZM1600F",2006
"KM050182","ZM1600F",2006
"KM048606","ZM1613F",2006
"KM048607","ZM1613F",2006
"KM049302","ZM1613F",2006
"KM049303","ZM1613F",2006
"KM050185","ZM1613F",2006
"KM048608","ZM1613F",2007
"KM048609","ZM1613F",2007
"KM048610","ZM1613F",2007
"KM048611","ZM1613F",2007
"KM049304","ZM1613F",2007
"KM049305","ZM1613F",2007
"KM049306","ZM1613F",2007
"KM049307","ZM1613F",2007
"KM050186","ZM1613F",2007
"KM050187","ZM1613F",2007
"KM050188","ZM1613F",2007
"KM050189","ZM1613F",2007
"KM048612","ZM1613F",2008
"KM049308","ZM1613F",2008
"KM050190","ZM1613F",2008
"KP715765","ZM1613F_17-Jun-2006",2006
"KM048605","ZM1613M",2006
"KM049301","ZM1613M",2006
"KM050183","ZM1613M",2006
"KM050184","ZM1613M",2006
"KM048613","ZM1626F",2006
"KM049309","ZM1626F",2006
"KM050191","ZM1626F",2006
"KM049316","ZM1626M",2005
"KM048614","ZM1626M",2006
"KM048615","ZM1626M",2006
"KM049310","ZM1626M",2006
"KM049311","ZM1626M",2006
"KM050192","ZM1626M",2006
"KM050193","ZM1626M",2006
"KM048616","ZM1626M",2007
"KM048617","ZM1626M",2007
"KM048618","ZM1626M",2007
"KM049312","ZM1626M",2007
"KM049313","ZM1626M",2007
"KM050194","ZM1626M",2007
"KM050195","ZM1626M",2007
"KM050196","ZM1626M",2007
"KM048619","ZM1626M",2008
"KM048620","ZM1626M",2008
"KM049314","ZM1626M",2008
"KM049315","ZM1626M",2008
"KM050197","ZM1626M",2008
"KM050198","ZM1626M",2008
"KP715766","ZM1626M_23-Aug-2006",2006
"KP715767","ZM1639M_20-Feb-2009",2009
"KM048622","ZM164F",2002
"KM048621","ZM164M",2002
"KP715768","ZM164M_07-Aug-2009",2009
"KM050199","ZM1656M",2005
"KM049317","ZM1657M",2005
"KM050200","ZM1657M",2005
"KM048624","ZM1658F",2006
"KM048625","ZM1658F",2006
"KM049319","ZM1658F",2006
"KM049320","ZM1658F",2006
"KM050202","ZM1658F",2006
"KM050203","ZM1658F",2006
"KM048626","ZM1658F",2007
"KM048627","ZM1658F",2007
"KM048628","ZM1658F",2007
"KM049321","ZM1658F",2007
"KM049322","ZM1658F",2007
"KM049323","ZM1658F",2007
"KM050204","ZM1658F",2007
"KM050205","ZM1658F",2007
"KM050206","ZM1658F",2007
"KM050207","ZM1658F",2007
"KM048629","ZM1658F",2008
"KM049324","ZM1658F",2008
"KM050208","ZM1658F",2008
"KP715769","ZM1658F_08-Jun-2006",2006
"KM048623","ZM1658M",2006
"KM049318","ZM1658M",2006
"KM050201","ZM1658M",2006
"KM048631","ZM1662F",2006
"KM048632","ZM1662F",2006
"KM049326","ZM1662F",2006
"KM049327","ZM1662F",2006
"KM050210","ZM1662F",2006
"KM050211","ZM1662F",2006
"KM048633","ZM1662F",2007
"KM048634","ZM1662F",2007
"KM048635","ZM1662F",2007
"KM049328","ZM1662F",2007
"KM049329","ZM1662F",2007
"KM049330","ZM1662F",2007
"KM050212","ZM1662F",2007
"KM050213","ZM1662F",2007
"KM050214","ZM1662F",2007
"KM048636","ZM1662F",2008
"KM049331","ZM1662F",2008
"KM050215","ZM1662F",2008
"KP715770","ZM1662F_08-Jun-2006",2006
"KM048630","ZM1662M",2006
"KM049325","ZM1662M",2006
"KM050209","ZM1662M",2006
"KM049332","ZM1672F",2006
"KM048637","ZM1675M",2006
"KM049333","ZM1675M",2006
"KM050216","ZM1675M",2006
"KM048638","ZM1685F",2006
"KM049334","ZM1685F",2006
"KM050217","ZM1685F",2006
"KM050218","ZM1685F",2006
"KM048639","ZM1685M",2006
"KM048640","ZM1685M",2006
"KM048641","ZM1685M",2006
"KM049335","ZM1685M",2006
"KM049336","ZM1685M",2006
"KM049337","ZM1685M",2006
"KM050219","ZM1685M",2006
"KM050220","ZM1685M",2006
"KM048642","ZM1685M",2007
"KM048643","ZM1685M",2007
"KM048644","ZM1685M",2007
"KM049338","ZM1685M",2007
"KM049339","ZM1685M",2007
"KM049340","ZM1685M",2007
"KM050221","ZM1685M",2007
"KM050222","ZM1685M",2007
"KM050223","ZM1685M",2007
"KM048645","ZM1685M",2008
"KM049341","ZM1685M",2008
"KM050224","ZM1685M",2008
"KP715771","ZM1685M_09-Mar-2006",2006
"KM049342","ZM1688M",2006
"KM050225","ZM1688M",2006
"KM049343","ZM1689M",2006
"KM050226","ZM1689M",2006
"KM048646","ZM1691F",2006
"KM049344","ZM1691F",2006
"KM050227","ZM1691F",2006
"KM049345","ZM1693M",2006
"KM050228","ZM1693M",2006
"KM048647","ZM1696F",2006
"KM049346","ZM1696F",2006
"KM050229","ZM1696F",2006
"KM048648","ZM1697M",2006
"KM049347","ZM1697M",2006
"KM050230","ZM1697M",2006
"KM048650","ZM1699F",2008
"KP715772","ZM1699F_30-Sep-2008",2008
"KM048649","ZM1699M",2008
"KP715773","ZM16M_07-Jun-2007",2007
"KP715774","ZM1707F_15-Dec-2007",2007
"KM049348","ZM1707M",2006
"KM050231","ZM1707M",2006
"KM048652","ZM1710F",2006
"KM049350","ZM1710F",2006
"KM050233","ZM1710F",2006
"KM048653","ZM1710F",2007
"KM048654","ZM1710F",2007
"KM048655","ZM1710F",2007
"KM049351","ZM1710F",2007
"KM049352","ZM1710F",2007
"KM049353","ZM1710F",2007
"KM049354","ZM1710F",2007
"KM050234","ZM1710F",2007
"KM050235","ZM1710F",2007
"KM050236","ZM1710F",2007
"KM048656","ZM1710F",2008
"KM049355","ZM1710F",2008
"KM050237","ZM1710F",2008
"KP715775","ZM1710F_14-Nov-2006",2006
"KM048651","ZM1710M",2006
"KM049349","ZM1710M",2006
"KM050232","ZM1710M",2006
"KM049357","ZM173F",2001
"KM049356","ZM173M",2001
"KM048658","ZM1747F",2009
"KM048657","ZM1747M",2009
"KM050238","ZM174F",2001
"KM048659","ZM1754M",2006
"KM049358","ZM1754M",2006
"KM050239","ZM1754M",2006
"KM048661","ZM176F",2002
"KM049360","ZM176F",2002
"KM050241","ZM176F",2002
"KM048660","ZM176M",2002
"KM049359","ZM176M",2002
"KM050240","ZM176M",2002
"KM048662","ZM177F",2004
"KM048663","ZM177F",2004
"KM049362","ZM177F",2004
"KM049363","ZM177F",2004
"KM050243","ZM177F",2004
"KM050244","ZM177F",2004
"KM048664","ZM177F",2005
"KM048665","ZM177F",2005
"KM049364","ZM177F",2005
"KM049365","ZM177F",2005
"KM049366","ZM177F",2005
"KM050245","ZM177F",2005
"KM050246","ZM177F",2005
"KM050247","ZM177F",2005
"KM049361","ZM177M",2004
"KM050242","ZM177M",2004
"KM048670","ZM1781F",2008
"KM050254","ZM1781F",2008
"KM048671","ZM1781M",2008
"KM050255","ZM1781M",2008
"KP715776","ZM1781M_12-Feb-2008",2008
"KM048673","ZM1788F",2007
"KM048674","ZM1788F",2007
"KM048675","ZM1788F",2007
"KM048676","ZM1788F",2007
"KM049374","ZM1788F",2007
"KM049375","ZM1788F",2007
"KM049376","ZM1788F",2007
"KM049377","ZM1788F",2007
"KM050257","ZM1788F",2007
"KM050258","ZM1788F",2007
"KM050259","ZM1788F",2007
"KM050260","ZM1788F",2007
"KM048677","ZM1788F",2008
"KM048678","ZM1788F",2008
"KM049378","ZM1788F",2008
"KM049379","ZM1788F",2008
"KM050261","ZM1788F",2008
"KM050262","ZM1788F",2008
"KM048679","ZM1788F",2009
"KM049380","ZM1788F",2009
"KM050263","ZM1788F",2009
"KP715777","ZM1788F_10-Feb-2007",2007
"KM048672","ZM1788M",2007
"KM049373","ZM1788M",2007
"KM050256","ZM1788M",2007
"KM048666","ZM178F",2003
"KM048667","ZM178F",2003
"KM049368","ZM178F",2003
"KM049369","ZM178F",2003
"KM050249","ZM178F",2003
"KM050250","ZM178F",2003
"KM048668","ZM178F",2004
"KM048669","ZM178F",2004
"KM049370","ZM178F",2004
"KM049371","ZM178F",2004
"KM050251","ZM178F",2004
"KM050252","ZM178F",2004
"KM049372","ZM178F",2005
"KM050253","ZM178F",2005
"KM049367","ZM178M",2003
"KM050248","ZM178M",2003
"KP715778","ZM1792M_18-Dec-2007",2007
"KM049381","ZM179F",2003
"KM050264","ZM179F",2003
"KM049382","ZM179M",2003
"KM050265","ZM179M",2003
"KP715779","ZM179M_27-May-2009",2009
"KP715780","ZM1801F_03-Nov-2007",2007
"KM048685","ZM1803F",2007
"KM048686","ZM1803F",2007
"KM049390","ZM1803F",2007
"KM049391","ZM1803F",2007
"KM050273","ZM1803F",2007
"KM050274","ZM1803F",2007
"KM048687","ZM1803F",2008
"KM048688","ZM1803F",2008
"KM049392","ZM1803F",2008
"KM049393","ZM1803F",2008
"KM050275","ZM1803F",2008
"KM050276","ZM1803F",2008
"KM048689","ZM1803F",2009
"KM048690","ZM1803F",2009
"KM049394","ZM1803F",2009
"KM049395","ZM1803F",2009
"KM050277","ZM1803F",2009
"KM050278","ZM1803F",2009
"KP715781","ZM1803F_12-Jul-2007",2007
"KM048684","ZM1803M",2007
"KM049389","ZM1803M",2007
"KM050272","ZM1803M",2007
"KP715782","ZM1808F_24-Jan-2008",2008
"KM049383","ZM180F",2002
"KM050266","ZM180F",2002
"KM048680","ZM180M",2002
"KM049384","ZM180M",2002
"KM050267","ZM180M",2002
"KM048681","ZM180M",2003
"KM048682","ZM180M",2003
"KM049385","ZM180M",2003
"KM049386","ZM180M",2003
"KM050268","ZM180M",2003
"KM050269","ZM180M",2003
"KM048683","ZM180M",2004
"KM049387","ZM180M",2004
"KM049388","ZM180M",2004
"KM050270","ZM180M",2004
"KM050271","ZM180M",2004
"KM048691","ZM182F",2004
"KM049397","ZM182F",2004
"KM050280","ZM182F",2004
"KM048692","ZM182F",2005
"KM048693","ZM182F",2005
"KM049398","ZM182F",2005
"KM049399","ZM182F",2005
"KM050281","ZM182F",2005
"KM050282","ZM182F",2005
"KM048694","ZM182F",2006
"KM049400","ZM182F",2006
"KM049401","ZM182F",2006
"KM050283","ZM182F",2006
"KM050284","ZM182F",2006
"KM049396","ZM182M",2004
"KM050279","ZM182M",2004
"KM048695","ZM185F",2002
"KM049403","ZM185F",2002
"KM050286","ZM185F",2002
"KM048696","ZM185F",2003
"KM048697","ZM185F",2003
"KM049404","ZM185F",2003
"KM049405","ZM185F",2003
"KM050287","ZM185F",2003
"KM050288","ZM185F",2003
"KM048698","ZM185F",2004
"KM048699","ZM185F",2004
"KM049406","ZM185F",2004
"KM049407","ZM185F",2004
"KM050289","ZM185F",2004
"KM050290","ZM185F",2004
"KM049402","ZM185M",2002
"KM050285","ZM185M",2002
"KM048704","ZM1862F",2008
"KM048705","ZM1862M",2008
"KP715783","ZM1862M_26-Jul-2008",2008
"KP715784","ZM1863M_18-Oct-2008",2008
"KM049408","ZM186F",2002
"KM050291","ZM186F",2002
"KM048700","ZM186M",2002
"KM048701","ZM186M",2002
"KM049409","ZM186M",2002
"KM049410","ZM186M",2002
"KM050292","ZM186M",2002
"KM050293","ZM186M",2002
"KM048702","ZM186M",2003
"KM048703","ZM186M",2003
"KM049411","ZM186M",2003
"KM049412","ZM186M",2003
"KM050294","ZM186M",2003
"KM050295","ZM186M",2003
"KM049413","ZM186M",2004
"KM050296","ZM186M",2004
"KM050298","ZM188F",2004
"KM049414","ZM188M",2004
"KM050297","ZM188M",2004
"KM048709","ZM1906F",2009
"KM048710","ZM1906M",2009
"KP715785","ZM1906M_28-May-2009",2009
"KM048706","ZM190F",2003
"KM049416","ZM190F",2003
"KM050300","ZM190F",2003
"KM048707","ZM190F",2004
"KM048708","ZM190F",2004
"KM049417","ZM190F",2004
"KM049418","ZM190F",2004
"KM050301","ZM190F",2004
"KM050302","ZM190F",2004
"KM049419","ZM190F",2005
"KM050303","ZM190F",2005
"KM049415","ZM190M",2003
"KM050299","ZM190M",2003
"KM048711","ZM193F",2003
"KM049421","ZM193F",2003
"KM050305","ZM193F",2003
"KM048712","ZM193F",2004
"KM048713","ZM193F",2004
"KM049422","ZM193F",2004
"KM049423","ZM193F",2004
"KM050306","ZM193F",2004
"KM050307","ZM193F",2004
"KM048714","ZM193F",2005
"KM049424","ZM193F",2005
"KM049425","ZM193F",2005
"KM050308","ZM193F",2005
"KM050309","ZM193F",2005
"KM049420","ZM193M",2003
"KM050304","ZM193M",2003
"KP715786","ZM1940M_26-Aug-2009",2009
"KM049426","ZM194F",2003
"KM050310","ZM194F",2003
"KM048715","ZM194M",2003
"KM049427","ZM194M",2003
"KM050311","ZM194M",2003
"KM048716","ZM194M",2004
"KM048717","ZM194M",2004
"KM049428","ZM194M",2004
"KM049429","ZM194M",2004
"KM050312","ZM194M",2004
"KM050313","ZM194M",2004
"KM048718","ZM194M",2005
"KM049430","ZM194M",2005
"KM049431","ZM194M",2005
"KM050314","ZM194M",2005
"KM050315","ZM194M",2005
"KP715787","ZM1953F_06-Dec-2008",2008
"KM048721","ZM1957F",2008
"KM048722","ZM1957M",2008
"KP715788","ZM1957M_11-Mar-2008",2008
"KM049432","ZM195F",2004
"KM050316","ZM195F",2004
"KM048719","ZM195M",2004
"KM048720","ZM195M",2004
"KM049433","ZM195M",2004
"KM049434","ZM195M",2004
"KM050317","ZM195M",2004
"KM050318","ZM195M",2004
"KM049435","ZM195M",2005
"KM049436","ZM195M",2005
"KM050319","ZM195M",2005
"KM048723","ZM196F",2002
"KM049438","ZM196F",2002
"KM050321","ZM196F",2002
"KM048724","ZM196F",2003
"KM048725","ZM196F",2003
"KM049439","ZM196F",2003
"KM049440","ZM196F",2003
"KM050322","ZM196F",2003
"KM050323","ZM196F",2003
"KM048726","ZM196F",2004
"KM049441","ZM196F",2004
"KM049442","ZM196F",2004
"KM050324","ZM196F",2004
"KM050325","ZM196F",2004
"KM049437","ZM196M",2002
"KM050320","ZM196M",2002
"KM049444","ZM198F",2004
"KM050327","ZM198F",2004
"KM049443","ZM198M",2004
"KM050326","ZM198M",2004
"KM049445","ZM199F",2004
"KM050328","ZM199F",2004
"KM048727","ZM199M",2004
"KM049446","ZM199M",2004
"KM050329","ZM199M",2004
"KM048728","ZM199M",2005
"KM048729","ZM199M",2005
"KM049447","ZM199M",2005
"KM049448","ZM199M",2005
"KM050330","ZM199M",2005
"KM050331","ZM199M",2005
"KM048730","ZM199M",2006
"KM049449","ZM199M",2006
"KM049450","ZM199M",2006
"KM050332","ZM199M",2006
"KM050333","ZM199M",2006
"KM048383","ZM1_9F",2008
"KM048382","ZM1_9M",2008
"KP715790","ZM2003M_08-Aug-2008",2008
"KP715791","ZM2006M_13-May-2009",2009
"KP715792","ZM2013F_02-May-2008",2008
"KM049451","ZM201F",2003
"KM050334","ZM201F",2003
"KM048731","ZM201M",2003
"KM048732","ZM201M",2003
"KM049452","ZM201M",2003
"KM049453","ZM201M",2003
"KM050335","ZM201M",2003
"KM050336","ZM201M",2003
"KM048733","ZM201M",2004
"KM048734","ZM201M",2004
"KM049454","ZM201M",2004
"KM049455","ZM201M",2004
"KM050337","ZM201M",2004
"KM050338","ZM201M",2004
"KM049456","ZM201M",2005
"KM050339","ZM201M",2005
"KM048735","ZM202F",2004
"KM048736","ZM202F",2004
"KM049458","ZM202F",2004
"KM049459","ZM202F",2004
"KM050341","ZM202F",2004
"KM050342","ZM202F",2004
"KM048737","ZM202F",2005
"KM048738","ZM202F",2005
"KM049460","ZM202F",2005
"KM049461","ZM202F",2005
"KM050343","ZM202F",2005
"KM050344","ZM202F",2005
"KM049462","ZM202F",2006
"KM050345","ZM202F",2006
"KM049457","ZM202M",2004
"KM050340","ZM202M",2004
"KM048739","ZM203F",2004
"KM048740","ZM203F",2004
"KM049464","ZM203F",2004
"KM050347","ZM203F",2004
"KM050348","ZM203F",2004
"KM050349","ZM203F",2005
"KM049463","ZM203M",2004
"KM050346","ZM203M",2004
"KM049466","ZM204F",2004
"KM050351","ZM204F",2004
"KM049465","ZM204M",2004
"KM050350","ZM204M",2004
"KM048741","ZM205F",2003
"KM048742","ZM205F",2003
"KM049468","ZM205F",2003
"KM049469","ZM205F",2003
"KM050353","ZM205F",2003
"KM050354","ZM205F",2003
"KM048743","ZM205F",2004
"KM048744","ZM205F",2004
"KM049470","ZM205F",2004
"KM049471","ZM205F",2004
"KM050355","ZM205F",2004
"KM050356","ZM205F",2004
"KM049472","ZM205F",2005
"KM050357","ZM205F",2005
"KM049467","ZM205M",2003
"KM050352","ZM205M",2003
"KM048745","ZM2063F",2008
"KM050360","ZM2063F",2008
"KM048746","ZM2063M",2008
"KM050361","ZM2063M",2008
"KP715793","ZM2063M_29-Apr-2008",2008
"KM049474","ZM206F",2002
"KM050359","ZM206F",2002
"KM049473","ZM206M",2002
"KM050358","ZM206M",2002
"KM049475","ZM207F",2003
"KM050362","ZM207F",2003
"KM049476","ZM207M",2003
"KM050363","ZM207M",2003
"KM048747","ZM208F",2005
"KM049477","ZM208F",2005
"KM050364","ZM208F",2005
"KM048748","ZM208M",2005
"KM048749","ZM208M",2005
"KM049478","ZM208M",2005
"KM049479","ZM208M",2005
"KM050365","ZM208M",2005
"KM050366","ZM208M",2005
"KM048750","ZM208M",2006
"KM048751","ZM208M",2006
"KM049480","ZM208M",2006
"KM049481","ZM208M",2006
"KM050367","ZM208M",2006
"KM050368","ZM208M",2006
"KM048752","ZM208M",2007
"KM049482","ZM208M",2007
"KM050369","ZM208M",2007
"KM049484","ZM209F",2003
"KM050371","ZM209F",2003
"KM049483","ZM209M",2003
"KM050370","ZM209M",2003
"KM049486","ZM210F",2003
"KM050373","ZM210F",2003
"KM049485","ZM210M",2003
"KM050372","ZM210M",2003
"KM048753","ZM213F",2003
"KM049488","ZM213F",2003
"KM050375","ZM213F",2003
"KM048754","ZM213F",2004
"KM048755","ZM213F",2004
"KM049489","ZM213F",2004
"KM049490","ZM213F",2004
"KM050376","ZM213F",2004
"KM050377","ZM213F",2004
"KM048756","ZM213F",2005
"KM049491","ZM213F",2005
"KM049492","ZM213F",2005
"KM050378","ZM213F",2005
"KM050379","ZM213F",2005
"KM049487","ZM213M",2003
"KM050374","ZM213M",2003
"KM048757","ZM216F",2004
"KM049493","ZM216F",2004
"KM050380","ZM216F",2004
"KM048758","ZM216M",2004
"KM049494","ZM216M",2004
"KM050381","ZM216M",2004
"KM049495","ZM217F",2003
"KM050382","ZM217F",2003
"KM048759","ZM217M",2003
"KM049496","ZM217M",2003
"KM050383","ZM217M",2003
"KM048760","ZM217M",2004
"KM048761","ZM217M",2004
"KM049497","ZM217M",2004
"KM049498","ZM217M",2004
"KM050384","ZM217M",2004
"KM050385","ZM217M",2004
"KM048762","ZM217M",2005
"KM049499","ZM217M",2005
"KM049500","ZM217M",2005
"KM050386","ZM217M",2005
"KM050387","ZM217M",2005
"KM048763","ZM218F",2002
"KM049502","ZM218F",2002
"KM050389","ZM218F",2002
"KM048764","ZM218F",2003
"KM048765","ZM218F",2003
"KM049503","ZM218F",2003
"KM049504","ZM218F",2003
"KM050390","ZM218F",2003
"KM050391","ZM218F",2003
"KM048766","ZM218F",2004
"KM049505","ZM218F",2004
"KM050392","ZM218F",2004
"KM049506","ZM218F",2005
"KM050393","ZM218F",2005
"KM049501","ZM218M",2002
"KM050388","ZM218M",2002
"KM048767","ZM219F",2004
"KM048768","ZM219F",2004
"KM049508","ZM219F",2004
"KM049509","ZM219F",2004
"KM050395","ZM219F",2004
"KM050396","ZM219F",2004
"KM048769","ZM219F",2005
"KM048770","ZM219F",2005
"KM049510","ZM219F",2005
"KM049511","ZM219F",2005
"KM050397","ZM219F",2005
"KM050398","ZM219F",2005
"KM049512","ZM219F",2006
"KM050399","ZM219F",2006
"KM049507","ZM219M",2004
"KM050394","ZM219M",2004
